transaction_id,merchant_id,amount,payment_method,channel,region,account_age_days,device_age_days,velocity_1h,velocity_24h,distance_km,ip_risk,failed_attempts_24h,chargeback_history,new_device,new_account,night_txn,fraud
TXN0002482,M0303,89.14,card,android,IN-KA,930,982,1,3,43.8,0.1735,0,1,0,0,1,0
TXN0002483,M0322,205.35,upi,ios,IN-KA,585,292,2,10,9.3,0.1383,2,0,0,0,1,0
TXN0002484,M0234,201.6,card,android,IN-KA,1108,653,2,10,23.1,0.3261,2,0,0,0,1,0
TXN0002485,M0335,13.05,card,android,IN-WB,642,53,3,11,33.2,0.3677,1,0,0,0,0,0
TXN0002486,M0017,711.77,card,web,IN-DL,1690,750,2,7,106.1,0.4966,2,0,0,0,0,0
TXN0002487,M0086,602.87,upi,web,IN-KA,963,354,4,14,29.7,0.2396,5,1,0,0,0,1
TXN0002488,M0185,48.76,card,web,IN-GJ,1219,1284,4,10,76.4,0.3568,4,0,0,0,0,0
TXN0002489,M0106,84.53,upi,web,IN-KA,1144,966,1,5,128.1,0.2644,2,0,0,0,0,0
TXN0002490,M0043,696.85,upi,ios,IN-GJ,700,280,2,10,53.0,0.2856,2,0,0,0,0,0
TXN0002491,M0051,349.82,card,api,IN-DL,1354,988,2,5,25.1,0.1804,1,0,0,0,0,0
TXN0002492,M0137,265.54,card,android,IN-DL,884,688,1,7,69.9,0.2305,3,0,0,0,0,0
TXN0002493,M0343,278.34,upi,ios,IN-KA,181,988,2,4,231.6,0.3711,0,0,0,0,0,0
TXN0002494,M0226,261.63,upi,api,IN-TN,736,363,5,14,113.3,0.359,2,0,0,0,1,0
TXN0002495,M0217,62.06,upi,api,IN-TN,92,1048,3,6,33.9,0.3759,2,0,0,0,1,0
TXN0002496,M0153,102.34,card,android,IN-MH,1323,572,1,11,56.0,0.2035,1,0,0,0,0,0
TXN0002497,M0305,488.01,upi,ios,IN-TN,1221,176,1,6,33.4,0.6434,0,0,0,0,0,0
TXN0002498,M0187,346.96,upi,web,IN-MH,1613,1154,3,12,89.2,0.2549,1,0,0,0,1,0
TXN0002499,M0190,239.12,netbanking,web,IN-TN,862,632,2,5,184.3,0.4922,1,0,0,0,0,0
TXN0002500,M0060,94.16,upi,web,IN-KA,1784,576,1,10,96.0,0.3917,1,0,0,0,0,0
TXN0002501,M0098,484.05,upi,api,IN-KA,1211,1093,0,5,91.3,0.3958,3,0,0,0,0,0
TXN0002502,M0163,68.47,card,ios,IN-MH,695,887,4,14,43.4,0.33,1,0,0,0,0,0
TXN0002503,M0237,791.4,card,ios,IN-KA,543,471,4,9,16.7,0.1423,1,0,0,0,0,0
TXN0002504,M0347,87.15,upi,android,IN-WB,1705,977,2,6,70.1,0.3514,3,0,0,0,0,0
TXN0002505,M0265,75.29,upi,api,IN-MH,310,192,4,7,116.2,0.1965,1,0,0,0,0,0
TXN0002506,M0361,185.52,upi,api,IN-DL,30,1433,3,7,14.3,0.3052,1,0,0,0,0,0
TXN0002507,M0322,222.64,upi,web,IN-GJ,201,537,6,12,97.5,0.2073,1,0,0,0,0,0
TXN0002508,M0361,198.35,netbanking,web,IN-MH,1241,978,1,7,2.0,0.1035,1,0,0,0,1,0
TXN0002509,M0228,47.95,netbanking,web,IN-UP,1415,188,0,6,16.3,0.1346,1,0,0,0,1,0
TXN0002510,M0383,274.38,upi,android,IN-MH,916,1253,2,6,284.3,0.1654,1,0,0,0,0,0
TXN0002511,M0001,479.29,wallet,android,IN-KA,726,848,8,23,45.2,0.4383,1,0,0,0,0,1
TXN0002512,M0356,165.98,upi,api,IN-MH,330,842,2,7,48.1,0.4219,0,0,0,0,0,0
TXN0002513,M0289,38.35,upi,api,IN-WB,150,270,3,4,215.8,0.0421,1,0,0,0,0,0
TXN0002514,M0141,145.71,upi,web,IN-WB,1341,864,2,7,93.9,0.4508,1,0,0,0,0,0
TXN0002515,M0325,57.98,card,web,IN-WB,444,618,2,8,54.4,0.3727,2,0,0,0,0,0
TXN0002516,M0049,26.08,card,api,IN-UP,1772,1354,4,7,175.3,0.1302,1,0,0,0,0,0
TXN0002517,M0017,104.04,card,android,IN-TN,1550,993,2,7,27.0,0.0554,0,0,0,0,0,0
TXN0002518,M0013,913.32,upi,web,IN-DL,1387,67,1,3,112.3,0.2118,0,0,0,0,0,0
TXN0002519,M0004,165.74,upi,api,IN-DL,867,258,3,10,20.2,0.4843,2,0,0,0,0,0
TXN0002520,M0174,136.99,card,android,IN-WB,645,1251,4,8,83.2,0.1775,0,0,0,0,0,0
TXN0002521,M0330,366.12,card,web,IN-TN,1536,515,2,4,17.7,0.2973,0,0,0,0,0,0
TXN0002522,M0263,331.64,wallet,android,IN-DL,87,478,2,9,89.1,0.042,0,1,0,0,1,1
TXN0002523,M0069,41.56,card,web,IN-KA,1701,673,4,11,189.0,0.3019,0,0,0,0,1,0
TXN0002524,M0296,1166.81,upi,android,IN-GJ,1482,36,3,8,138.0,0.518,0,0,0,0,0,1
TXN0002525,M0376,219.36,upi,web,IN-TN,121,1440,2,7,36.6,0.1494,1,0,0,0,0,1
TXN0002526,M0078,445.69,wallet,web,IN-UP,395,175,0,5,43.9,0.1579,0,0,0,0,1,0
TXN0002527,M0279,99.28,upi,api,IN-UP,1697,957,1,6,16.6,0.2588,0,0,0,0,0,0
TXN0002528,M0197,25.48,card,android,IN-UP,1193,61,3,9,25.0,0.5197,1,0,0,0,1,0
TXN0002529,M0066,160.14,upi,web,IN-TN,668,419,2,6,108.6,0.2231,2,0,0,0,0,0
TXN0002530,M0116,59.78,netbanking,web,IN-GJ,1500,212,0,3,111.9,0.1811,2,0,0,0,0,0
TXN0002531,M0210,580.62,upi,web,IN-WB,1257,1297,0,6,31.4,0.3429,2,0,0,0,1,0
TXN0002532,M0068,43.64,upi,web,IN-MH,1663,1096,1,7,37.3,0.1269,2,0,0,0,0,0
TXN0002533,M0338,184.85,wallet,web,IN-MH,726,287,1,8,32.2,0.3962,0,0,0,0,0,0
TXN0002534,M0284,327.78,card,web,IN-TN,1059,1001,5,14,82.8,0.26,1,0,0,0,0,1
TXN0002535,M0210,275.37,card,ios,IN-KA,1106,1254,2,8,89.3,0.2122,1,0,0,0,0,0
TXN0002536,M0043,109.07,upi,web,IN-TN,77,917,2,10,13.5,0.1906,3,0,0,0,0,0
TXN0002537,M0199,30.35,wallet,web,IN-TN,1205,550,4,7,21.3,0.257,1,0,0,0,1,1
TXN0002538,M0344,39.88,upi,android,IN-KA,1291,1490,5,11,50.3,0.2068,0,1,0,0,0,0
TXN0002539,M0098,84.41,upi,ios,IN-WB,240,551,1,6,28.1,0.3543,2,0,0,0,0,0
TXN0002540,M0363,43.94,card,web,IN-DL,1460,1235,5,11,116.5,0.443,2,0,0,0,0,1
TXN0002541,M0265,166.92,card,web,IN-GJ,776,756,3,9,54.2,0.31,2,0,0,0,0,0
TXN0002542,M0350,83.97,upi,web,IN-UP,768,788,0,4,63.8,0.1912,0,0,0,0,0,0
TXN0002543,M0152,49.41,card,android,IN-GJ,372,1474,2,9,26.8,0.1501,2,0,0,0,0,0
TXN0002544,M0251,43.39,upi,api,IN-DL,1533,1367,3,8,39.3,0.4039,4,1,0,0,1,0
TXN0002545,M0323,36.64,card,android,IN-MH,215,410,4,6,64.1,0.1872,1,0,0,0,0,0
TXN0002546,M0176,170.12,card,web,IN-MH,1761,32,9,20,59.3,0.6026,3,0,0,0,1,1
TXN0002547,M0229,86.41,card,android,IN-WB,1065,62,0,6,69.0,0.2352,3,0,0,0,0,0
TXN0002548,M0221,184.69,card,ios,IN-UP,425,506,2,10,79.7,0.281,1,0,0,0,0,1
TXN0002549,M0350,166.6,card,api,IN-UP,1224,547,0,9,41.7,0.3655,2,0,0,0,0,0
TXN0002550,M0280,146.88,card,web,IN-TN,1289,1040,3,8,96.7,0.0855,0,0,0,0,0,0
TXN0002551,M0171,343.86,card,api,IN-WB,464,523,1,7,46.2,0.2122,1,0,0,0,1,0
TXN0002552,M0161,41.25,upi,web,IN-UP,1578,140,1,6,32.4,0.2923,1,0,0,0,0,0
TXN0002553,M0130,345.73,wallet,web,IN-GJ,14,1095,4,12,33.4,0.2393,4,0,0,0,0,0
TXN0002554,M0257,266.54,upi,android,IN-TN,229,984,4,15,153.1,0.3892,0,0,0,0,0,0
TXN0002555,M0237,147.7,card,android,IN-TN,1747,1229,4,8,109.3,0.2399,2,0,0,0,0,0
TXN0002556,M0397,80.24,netbanking,web,IN-WB,1368,1185,1,8,27.6,0.1673,0,0,0,0,1,0
TXN0002557,M0159,187.26,upi,web,IN-UP,855,602,0,3,49.1,0.1093,0,0,0,0,1,0
TXN0002558,M0339,281.9,card,web,IN-KA,569,562,4,11,69.2,0.5627,0,0,0,0,0,1
TXN0002559,M0348,44.38,upi,ios,IN-WB,1173,1337,3,16,84.0,0.518,2,0,0,0,0,0
TXN0002560,M0390,331.22,card,ios,IN-UP,1242,1158,6,17,47.6,0.493,3,0,0,0,1,1
TXN0002561,M0103,1024.31,card,web,IN-TN,136,1056,4,13,122.3,0.4263,4,0,0,0,0,1
TXN0002562,M0097,168.68,card,web,IN-TN,780,71,1,5,163.4,0.2969,0,0,0,0,0,0
TXN0002563,M0210,662.61,upi,ios,IN-UP,1116,896,3,8,62.0,0.3176,1,0,0,0,0,0
TXN0002564,M0386,289.43,upi,web,IN-DL,1059,1484,4,10,37.6,0.3514,0,0,0,0,0,0
TXN0002565,M0378,234.26,card,android,IN-WB,1372,1043,3,7,117.4,0.4121,1,0,0,0,0,0
TXN0002566,M0183,89.32,card,web,IN-GJ,1641,854,1,7,78.9,0.2558,1,0,0,0,1,0
TXN0002567,M0295,127.99,upi,web,IN-KA,86,1434,4,10,94.9,0.2778,1,0,0,0,0,0
TXN0002568,M0332,67.5,upi,android,IN-TN,958,691,2,6,132.0,0.3684,2,0,0,0,0,0
TXN0002569,M0011,462.3,upi,ios,IN-GJ,942,223,2,10,36.3,0.3719,2,0,0,0,0,0
TXN0002570,M0300,85.49,netbanking,web,IN-WB,374,505,1,8,71.3,0.1533,1,0,0,0,0,0
TXN0002571,M0095,1048.36,wallet,web,IN-UP,256,1149,4,15,46.8,0.3964,0,0,0,0,0,1
TXN0002572,M0108,279.03,card,android,IN-UP,1627,1149,4,7,85.0,0.1858,1,0,0,0,0,0
TXN0002573,M0015,266.93,card,android,IN-WB,265,945,1,8,192.6,0.2277,2,0,0,0,0,0
TXN0002574,M0363,47.91,wallet,ios,IN-MH,796,307,2,11,18.7,0.4031,0,0,0,0,0,0
TXN0002575,M0197,350.18,upi,ios,IN-WB,1107,1180,3,15,97.4,0.2598,1,0,0,0,0,0
TXN0002576,M0030,144.41,upi,android,IN-TN,859,967,2,7,48.9,0.4103,1,0,0,0,1,0
TXN0002577,M0119,102.4,card,web,IN-MH,1115,1344,1,9,22.7,0.1909,2,0,0,0,0,0
TXN0002578,M0180,93.41,upi,api,IN-KA,52,546,2,8,209.8,0.0921,0,0,0,0,0,0
TXN0002579,M0108,52.03,netbanking,ios,IN-KA,997,1085,4,9,2.0,0.1527,0,0,0,0,0,0
TXN0002580,M0079,181.79,card,android,IN-TN,1455,586,5,8,138.8,0.2016,1,0,0,0,0,0
TXN0002581,M0265,152.32,wallet,ios,IN-DL,918,211,1,7,8.5,0.2399,3,0,0,0,0,0
TXN0002582,M0381,48.39,upi,web,IN-TN,1785,340,2,7,13.5,0.23,0,0,0,0,1,0
TXN0002583,M0322,301.18,netbanking,api,IN-WB,846,739,6,15,94.9,0.6522,2,1,0,0,0,1
TXN0002584,M0298,1512.38,netbanking,api,IN-TN,554,241,0,5,46.1,0.0873,1,1,0,0,0,0
TXN0002585,M0348,43.33,card,android,IN-GJ,866,335,3,13,46.2,0.4955,2,0,0,0,0,0
TXN0002586,M0190,160.73,netbanking,web,IN-KA,541,185,2,4,22.7,0.3687,1,0,0,0,1,0
TXN0002587,M0284,945.08,netbanking,api,IN-GJ,602,98,1,10,32.9,0.2906,0,0,0,0,0,0
TXN0002588,M0271,82.73,upi,web,IN-TN,815,995,6,16,48.9,0.3953,2,0,0,0,0,1
TXN0002589,M0372,279.4,card,api,IN-KA,463,24,3,14,94.3,0.4003,2,0,0,0,1,0
TXN0002590,M0086,266.52,card,ios,IN-MH,63,1012,5,13,92.8,0.5041,0,0,0,0,0,0
TXN0002591,M0079,347.65,upi,api,IN-WB,478,511,5,10,74.9,0.5811,2,0,0,0,0,0
TXN0002592,M0161,1125.06,card,ios,IN-DL,56,796,1,2,59.8,0.1178,1,0,0,0,0,0
TXN0002593,M0340,30.06,card,android,IN-UP,1634,933,3,6,237.3,0.339,2,0,0,0,0,0
TXN0002594,M0008,217.86,upi,android,IN-WB,1562,1022,2,5,49.1,0.2945,6,0,0,0,0,0
TXN0002595,M0114,109.07,card,api,IN-MH,480,871,1,2,43.9,0.6403,2,0,0,0,0,0
TXN0002596,M0049,172.98,netbanking,ios,IN-KA,1612,1420,3,10,93.8,0.2993,1,0,0,0,1,0
TXN0002597,M0253,188.29,upi,web,IN-GJ,674,854,5,9,71.6,0.2686,1,0,0,0,0,0
TXN0002598,M0172,134.13,upi,ios,IN-TN,671,99,0,9,107.9,0.1939,0,1,0,0,0,0
TXN0002599,M0092,60.68,card,android,IN-MH,907,1491,1,11,89.1,0.3707,2,0,0,0,1,0
TXN0002600,M0066,64.96,card,api,IN-UP,1642,1138,2,6,35.6,0.0341,0,0,0,0,0,0
TXN0002601,M0201,1508.04,card,api,IN-UP,1337,671,2,6,42.7,0.3219,3,0,0,0,0,0
TXN0002602,M0315,45.21,wallet,android,IN-KA,1143,1310,0,9,76.3,0.1489,1,0,0,0,0,0
TXN0002603,M0126,613.76,card,web,IN-KA,1398,844,2,13,108.2,0.3572,2,0,0,0,1,0
TXN0002604,M0152,63.94,upi,ios,IN-MH,1576,1102,3,6,9.3,0.2372,2,0,0,0,0,0
TXN0002605,M0363,198.01,card,web,IN-TN,1299,908,0,2,102.8,0.4676,0,0,0,0,1,0
TXN0002606,M0247,1288.37,card,web,IN-KA,843,875,2,9,75.1,0.2027,1,0,0,0,0,0
TXN0002607,M0087,398.53,card,web,IN-UP,546,1311,7,11,12.5,0.4939,1,0,0,0,0,1
TXN0002608,M0293,42.73,wallet,api,IN-GJ,839,636,1,7,55.4,0.3353,2,0,0,0,1,0
TXN0002609,M0363,128.5,upi,android,IN-WB,294,1421,2,9,22.5,0.5769,2,0,0,0,0,0
TXN0002610,M0384,175.4,upi,web,IN-KA,1091,265,2,9,21.8,0.4642,0,0,0,0,0,0
TXN0002611,M0158,504.48,upi,ios,IN-MH,1470,844,4,13,133.2,0.357,3,0,0,0,0,0
TXN0002612,M0221,188.71,netbanking,ios,IN-TN,51,144,2,6,99.6,0.3149,0,0,0,0,0,0
TXN0002613,M0352,153.56,card,web,IN-WB,1574,987,1,12,39.6,0.6423,3,0,0,0,0,0
TXN0002614,M0368,1005.18,upi,web,IN-GJ,1149,676,1,4,49.5,0.1612,1,0,0,0,0,0
TXN0002615,M0178,874.19,upi,android,IN-MH,1643,549,5,12,174.9,0.2649,1,0,0,0,1,0
TXN0002616,M0131,361.99,card,web,IN-UP,1275,173,4,11,32.1,0.2502,2,0,0,0,1,0
TXN0002617,M0374,96.24,wallet,web,IN-MH,1545,719,2,9,137.0,0.2522,1,0,0,0,0,0
TXN0002618,M0371,12.7,upi,android,IN-MH,1352,1194,4,7,73.1,0.352,0,0,0,0,0,0
TXN0002619,M0267,50.09,upi,ios,IN-GJ,651,1203,3,8,39.1,0.43,5,0,0,0,0,1
TXN0002620,M0241,38.44,card,android,IN-UP,971,607,0,4,70.8,0.2991,3,0,0,0,0,0
TXN0002621,M0222,169.32,card,api,IN-TN,277,318,1,7,67.5,0.4389,3,0,0,0,0,0
TXN0002622,M0314,459.84,wallet,api,IN-MH,1508,634,0,3,86.8,0.3179,1,0,0,0,1,0
TXN0002623,M0322,1298.26,upi,web,IN-DL,1207,891,6,12,139.0,0.2497,0,0,0,0,0,0
TXN0002624,M0033,643.27,card,api,IN-UP,1052,1211,0,5,71.0,0.1196,1,0,0,0,0,0
TXN0002625,M0171,88.52,card,api,IN-DL,1169,87,5,9,33.2,0.2755,1,0,0,0,0,0
TXN0002626,M0101,232.04,card,web,IN-WB,1260,564,1,8,68.3,0.1563,0,0,0,0,0,0
TXN0002627,M0149,269.15,upi,web,IN-TN,446,793,7,10,75.3,0.4937,2,0,0,0,0,1
TXN0002628,M0267,37.84,upi,web,IN-GJ,1103,102,3,5,71.6,0.3684,0,0,0,0,0,0
TXN0002629,M0303,75.14,netbanking,web,IN-KA,1116,322,3,10,37.5,0.4404,1,0,0,0,0,0
TXN0002630,M0259,117.0,upi,web,IN-UP,1241,237,2,6,29.5,0.2396,2,0,0,0,0,0
TXN0002631,M0070,1514.59,netbanking,web,IN-MH,1796,1056,2,7,41.2,0.22,0,0,0,0,0,1
TXN0002632,M0146,264.92,upi,web,IN-KA,607,823,4,9,48.4,0.3513,1,0,0,0,0,0
TXN0002633,M0305,48.35,upi,android,IN-GJ,304,1000,5,8,22.7,0.2521,1,0,0,0,0,0
TXN0002634,M0211,117.7,upi,ios,IN-DL,1785,1200,1,6,41.4,0.3504,1,0,0,0,0,0
TXN0002635,M0135,281.96,upi,android,IN-TN,682,1328,3,7,171.7,0.298,4,0,0,0,0,1
TXN0002636,M0283,140.03,wallet,android,IN-WB,513,1322,2,5,175.4,0.476,2,0,0,0,0,0
TXN0002637,M0161,126.07,upi,ios,IN-MH,704,686,3,8,103.8,0.2794,1,0,0,0,0,0
TXN0002638,M0241,374.26,wallet,ios,IN-WB,1421,1263,2,5,72.0,0.3338,1,0,0,0,1,0
TXN0002639,M0024,731.02,card,web,IN-TN,385,954,1,4,19.7,0.1194,0,0,0,0,0,0
TXN0002640,M0388,607.36,card,api,IN-TN,37,726,1,7,110.4,0.2476,1,0,0,0,0,0
TXN0002641,M0201,133.31,netbanking,android,IN-GJ,1418,1174,0,3,12.6,0.6129,0,0,0,0,0,0
TXN0002642,M0298,152.61,upi,ios,IN-DL,925,413,1,7,55.7,0.4637,3,0,0,0,1,0
TXN0002643,M0088,132.14,card,web,IN-UP,1273,362,1,8,95.8,0.1119,4,0,0,0,0,0
TXN0002644,M0038,517.47,upi,android,IN-TN,478,60,1,7,102.4,0.1986,0,0,0,0,0,0
TXN0002645,M0120,122.0,upi,api,IN-WB,391,1361,3,7,34.6,0.2656,1,0,0,0,0,0
TXN0002646,M0141,26.3,card,android,IN-MH,832,1208,2,9,14.4,0.3823,0,0,0,0,0,0
TXN0002647,M0266,291.62,card,api,IN-DL,1544,421,4,11,45.3,0.2119,2,0,0,0,0,0
TXN0002648,M0007,305.6,netbanking,web,IN-WB,1325,1041,1,4,26.5,0.1856,1,0,0,0,0,0
TXN0002649,M0172,120.02,upi,android,IN-WB,767,13,2,10,71.0,0.5472,5,0,0,0,0,0
TXN0002650,M0298,1148.4,card,ios,IN-KA,296,18,3,8,88.2,0.6009,2,0,0,0,1,1
TXN0002651,M0339,104.66,upi,web,IN-MH,992,186,5,12,32.7,0.4783,4,0,0,0,0,0
TXN0002652,M0245,742.96,upi,android,IN-DL,100,1393,1,14,71.9,0.3428,1,0,0,0,0,0
TXN0002653,M0388,47.18,card,android,IN-WB,1233,826,4,6,30.0,0.3383,1,0,0,0,0,0
TXN0002654,M0109,237.3,card,web,IN-UP,779,209,2,5,50.3,0.2279,0,1,0,0,0,0
TXN0002655,M0190,80.18,upi,ios,IN-WB,1573,442,1,5,19.7,0.1914,1,0,0,0,0,0
TXN0002656,M0209,167.32,upi,android,IN-GJ,1742,616,8,17,17.6,0.2943,1,0,0,0,0,0
TXN0002657,M0247,385.48,wallet,web,IN-WB,409,480,3,13,61.6,0.1959,0,0,0,0,0,0
TXN0002658,M0088,101.82,card,android,IN-TN,210,497,2,3,55.7,0.384,2,0,0,0,1,0
TXN0002659,M0309,89.57,upi,android,IN-UP,1066,118,3,6,67.3,0.2147,0,0,0,0,0,0
TXN0002660,M0232,144.08,upi,android,IN-UP,88,1068,3,8,46.3,0.2179,1,0,0,0,0,0
TXN0002661,M0298,7727.74,upi,android,IN-WB,1209,1067,1,9,45.9,0.1789,1,0,0,0,1,0
TXN0002662,M0173,220.35,upi,web,IN-MH,1581,944,2,6,78.6,0.3191,2,0,0,0,0,0
TXN0002663,M0353,207.69,card,android,IN-DL,1595,731,2,10,32.4,0.4293,2,0,0,0,0,0
TXN0002664,M0359,278.06,card,ios,IN-WB,1380,882,5,11,68.0,0.145,2,1,0,0,0,0
TXN0002665,M0256,32.36,upi,ios,IN-GJ,1390,968,1,12,11.9,0.2656,0,0,0,0,0,0
TXN0002666,M0002,452.07,upi,web,IN-UP,452,1453,1,5,57.8,0.2704,2,1,0,0,1,0
TXN0002667,M0215,366.61,card,web,IN-TN,1646,458,3,9,234.1,0.3736,2,0,0,0,0,0
TXN0002668,M0341,30.24,upi,api,IN-MH,1358,781,0,3,62.9,0.1137,1,0,0,0,0,0
TXN0002669,M0266,1992.95,card,web,IN-TN,136,987,4,7,175.8,0.3617,0,0,0,0,0,1
TXN0002670,M0214,180.55,card,android,IN-GJ,1066,1322,4,9,14.9,0.1594,1,0,0,0,0,0
TXN0002671,M0019,58.92,netbanking,web,IN-UP,766,1395,5,13,87.2,0.3228,3,1,0,0,0,0
TXN0002672,M0295,246.31,upi,web,IN-MH,281,664,0,1,28.8,0.248,0,0,0,0,1,0
TXN0002673,M0089,72.54,card,android,IN-TN,552,988,3,8,46.8,0.3476,2,0,0,0,1,0
TXN0002674,M0258,35.97,card,android,IN-TN,1683,151,4,9,28.7,0.2586,1,0,0,0,0,0
TXN0002675,M0169,137.06,netbanking,android,IN-DL,895,700,2,6,58.0,0.5652,3,0,0,0,0,0
TXN0002676,M0250,143.37,upi,ios,IN-GJ,277,1173,2,7,75.5,0.2467,1,0,0,0,0,0
TXN0002677,M0106,37.28,card,android,IN-GJ,1459,917,2,5,14.2,0.3449,2,0,0,0,1,0
TXN0002678,M0226,82.49,upi,android,IN-MH,434,1041,3,9,10.7,0.3871,1,0,0,0,0,0
TXN0002679,M0058,64.06,upi,web,IN-KA,887,1260,1,5,62.8,0.0787,2,0,0,0,0,0
TXN0002680,M0080,125.91,upi,ios,IN-GJ,234,421,1,5,18.1,0.2541,2,0,0,0,0,0
TXN0002681,M0342,344.0,card,ios,IN-WB,64,1334,4,8,83.2,0.1427,1,0,0,0,1,0
TXN0002682,M0184,207.33,upi,web,IN-MH,1764,1141,5,17,97.5,0.3385,2,1,0,0,0,1
TXN0002683,M0071,174.21,upi,android,IN-MH,1207,286,1,7,36.2,0.3532,1,0,0,0,0,0
TXN0002684,M0332,29.02,wallet,api,IN-MH,1083,1391,0,3,70.4,0.1114,1,0,0,0,1,0
TXN0002685,M0332,175.02,card,web,IN-WB,19,743,2,6,5.5,0.1005,2,0,0,0,0,0
TXN0002686,M0123,60.65,upi,web,IN-UP,1098,726,5,12,54.4,0.3545,0,0,0,0,1,0
TXN0002687,M0192,32.3,card,web,IN-MH,176,1344,2,4,71.3,0.2547,1,0,0,0,0,0
TXN0002688,M0009,432.92,upi,web,IN-GJ,275,179,4,12,141.3,0.3344,2,0,0,0,1,0
TXN0002689,M0351,47.56,upi,web,IN-GJ,1310,488,0,7,41.7,0.3932,4,0,0,0,0,0
TXN0002690,M0381,197.76,card,ios,IN-TN,924,640,6,12,103.5,0.3553,2,0,0,0,0,0
TXN0002691,M0175,110.58,card,ios,IN-KA,1495,558,4,9,61.7,0.1468,0,0,0,0,1,0
TXN0002692,M0073,69.37,upi,android,IN-MH,643,53,3,12,15.5,0.2746,1,0,0,0,0,0
TXN0002693,M0278,609.62,upi,web,IN-GJ,573,210,1,7,17.5,0.3842,0,0,0,0,0,0
TXN0002694,M0024,98.74,card,web,IN-MH,1486,186,1,8,10.2,0.442,3,0,0,0,0,0
TXN0002695,M0093,105.68,card,ios,IN-KA,1024,953,2,5,42.6,0.1716,0,0,0,0,0,0
TXN0002696,M0381,86.31,wallet,ios,IN-UP,1645,497,5,12,141.2,0.4311,2,0,0,0,0,0
TXN0002697,M0080,214.62,card,ios,IN-TN,985,974,3,8,35.5,0.1859,1,0,0,0,1,0
TXN0002698,M0288,153.46,netbanking,api,IN-MH,335,244,2,5,102.3,0.1935,1,0,0,0,1,0
TXN0002699,M0278,89.22,card,web,IN-TN,101,1372,3,5,11.9,0.2637,0,0,0,0,1,0
TXN0002700,M0020,71.55,card,android,IN-KA,393,540,2,3,77.6,0.1705,0,0,0,0,0,0
TXN0002701,M0218,172.71,upi,web,IN-DL,981,1342,3,4,32.3,0.3026,1,0,0,0,1,0
TXN0002702,M0398,93.93,card,android,IN-DL,1180,255,2,8,62.4,0.2468,0,0,0,0,0,0
TXN0002703,M0058,1009.76,card,android,IN-GJ,20,1264,0,7,22.5,0.176,2,0,0,0,0,0
TXN0002704,M0225,106.44,wallet,web,IN-WB,483,131,1,9,165.1,0.3256,1,0,0,0,0,0
TXN0002705,M0331,251.42,wallet,api,IN-GJ,1476,676,3,10,95.7,0.2638,0,0,0,0,0,0
TXN0002706,M0085,164.35,card,api,IN-DL,712,1116,1,10,43.1,0.3394,3,0,0,0,0,0
TXN0002707,M0023,134.81,card,ios,IN-UP,1346,324,0,4,37.3,0.1643,2,0,0,0,0,0
TXN0002708,M0118,442.43,netbanking,ios,IN-WB,672,301,2,11,44.8,0.2063,1,0,0,0,0,0
TXN0002709,M0355,321.55,upi,api,IN-KA,511,1134,4,11,70.5,0.2284,3,0,0,0,0,0
TXN0002710,M0174,315.42,wallet,web,IN-MH,1245,1348,1,9,42.6,0.2505,3,0,0,0,0,0
TXN0002711,M0200,311.95,upi,android,IN-TN,472,367,4,10,191.1,0.2117,1,0,0,0,1,0
TXN0002712,M0180,35.82,upi,web,IN-DL,1188,406,4,14,123.7,0.4829,3,0,0,0,0,1
TXN0002713,M0074,279.68,card,api,IN-WB,343,1178,5,9,143.2,0.0373,1,0,0,0,1,0
TXN0002714,M0150,140.55,card,api,IN-MH,1354,1154,2,4,80.5,0.3378,1,0,0,0,0,0
TXN0002715,M0400,107.78,upi,ios,IN-WB,1715,918,4,13,105.6,0.2968,3,0,0,0,1,0
TXN0002716,M0250,5728.92,upi,ios,IN-TN,1632,858,2,5,112.5,0.1281,0,0,0,0,1,1
TXN0002717,M0346,41.24,netbanking,android,IN-KA,1522,58,4,8,60.2,0.2471,0,0,0,0,0,0
TXN0002718,M0126,164.42,upi,ios,IN-KA,18,1126,1,4,23.5,0.2492,0,0,0,0,0,0
TXN0002719,M0089,151.67,card,web,IN-UP,1508,850,2,6,21.4,0.19,0,0,0,0,0,0
TXN0002720,M0143,165.85,card,web,IN-TN,1121,286,4,8,21.5,0.4709,1,0,0,0,0,0
TXN0002721,M0376,65.3,upi,web,IN-UP,839,1217,5,11,20.6,0.1273,1,0,0,0,0,0
TXN0002722,M0148,225.42,netbanking,web,IN-TN,1450,1126,3,11,28.2,0.1923,0,0,0,0,0,0
TXN0002723,M0317,58.51,card,android,IN-KA,1460,1136,0,7,87.7,0.3378,0,0,0,0,0,0
TXN0002724,M0021,239.01,card,ios,IN-KA,1681,1462,3,10,70.3,0.1856,3,0,0,0,0,0
TXN0002725,M0202,210.52,upi,ios,IN-MH,1065,100,1,3,33.9,0.1075,2,0,0,0,0,0
TXN0002726,M0197,141.0,card,api,IN-WB,1263,440,3,5,43.5,0.3701,0,0,0,0,0,0
TXN0002727,M0393,167.38,netbanking,web,IN-DL,539,1033,1,3,19.5,0.2169,0,0,0,0,1,0
TXN0002728,M0031,877.51,upi,api,IN-TN,1211,71,1,6,87.2,0.1926,0,0,0,0,0,0
TXN0002729,M0295,320.89,card,web,IN-WB,775,574,1,9,23.1,0.3159,3,0,0,0,1,0
